Latitude (decimal degrees): 48.351
Longitude (decimal degrees): 10.164
Elevation (m): 492.0
Irradiance Time Offset (h): 0.1798
month,year
1,2021
2,2011
3,2021
4,2017
5,2012
6,2009
7,2015
8,2014
9,2009
10,2017
11,2007
12,2018
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20171002:1700,14.75,77.75,0.0,-0.0,0.0,367.5,3.86,228.0,95320.0
20171002:1800,14.67,77.75,0.0,-0.0,0.0,365.0,3.93,229.0,95350.0
20171002:1900,13.6,86.35,0.0,-0.0,0.0,367.7,4.14,233.0,95340.0
20171002:2000,13.55,86.35,0.0,-0.0,0.0,371.0,4.28,230.0,95340.0
20171002:2100,13.46,89.45,0.0,-0.0,0.0,373.7,4.34,228.0,95280.0
20171002:2200,13.57,89.45,0.0,-0.0,0.0,376.2,4.28,229.0,95250.0
20171002:2300,13.61,89.45,0.0,-0.0,0.0,376.2,4.07,231.0,95200.0
20171003:0000,13.66,89.45,0.0,-0.0,0.0,376.4,4.0,231.0,95170.0
20171003:0100,13.69,92.65,0.0,-0.0,0.0,376.5,4.07,229.0,95100.0
20171003:0200,13.81,89.5,0.0,-0.0,0.0,377.55,4.28,224.0,95020.0
20171003:0300,13.96,89.5,0.0,-0.0,0.0,377.2,4.62,222.0,94920.0
20171003:0400,14.07,89.5,0.0,-0.0,0.0,374.1,5.03,223.0,94830.0
20171003:0500,14.24,89.5,0.0,-0.0,0.0,372.95,5.79,223.0,94720.0
20171003:0600,14.43,86.45,8.0,0.0,8.0,373.1,6.21,235.0,94690.0
20171003:0700,12.99,92.65,46.0,0.0,46.0,364.4,4.97,299.0,94940.0
20171003:0800,11.12,89.3,84.0,0.0,84.0,365.4,4.9,323.0,95150.0
20171003:0900,10.37,86.05,238.0,26.51,224.0,351.25,3.24,296.0,95270.0
20171003:1000,10.81,83.05,313.0,60.79,277.0,333.65,3.17,285.0,95340.0
20171003:1100,12.02,71.95,310.0,47.35,281.0,319.9,3.86,293.0,95470.0
20171003:1200,13.2,64.65,592.0,823.77,108.0,320.85,3.59,287.0,95520.0
20171003:1300,13.34,62.45,378.0,265.82,240.0,323.55,3.31,280.0,95550.0
20171003:1400,13.73,58.0,316.0,349.59,172.0,319.3,3.72,281.0,95580.0
20171003:1500,13.47,58.0,223.0,494.19,88.0,317.0,3.1,284.0,95640.0
20171003:1600,12.92,62.3,77.0,364.84,36.0,312.35,2.41,289.0,95710.0
20171003:1700,12.0,64.45,0.0,-0.0,0.0,314.1,2.07,294.0,95780.0
20171003:1800,11.06,69.15,0.0,-0.0,0.0,303.25,2.07,299.0,95870.0
20171003:1900,10.21,71.6,0.0,-0.0,0.0,302.85,1.79,296.0,95970.0
20171003:2000,8.99,79.85,0.0,-0.0,0.0,280.8,1.59,266.0,95990.0
20171003:2100,7.76,82.7,0.0,-0.0,0.0,274.6,1.79,246.0,96040.0
20171003:2200,6.74,85.75,0.0,-0.0,0.0,268.8,1.79,240.0,96050.0
20171003:2300,6.03,92.3,0.0,-0.0,0.0,269.4,1.72,236.0,96040.0
20171004:0000,5.76,88.9,0.0,-0.0,0.0,278.3,1.72,222.0,96020.0
20171004:0100,5.23,92.25,0.0,-0.0,0.0,269.7,1.66,211.0,95940.0
20171004:0200,5.04,92.25,0.0,-0.0,0.0,269.95,1.45,219.0,95930.0
20171004:0300,5.19,95.75,0.0,-0.0,0.0,270.35,1.17,232.0,95920.0
20171004:0400,5.27,92.25,0.0,-0.0,0.0,272.1,1.1,230.0,95920.0
20171004:0500,5.3,92.25,0.0,-0.0,0.0,268.05,0.97,238.0,95920.0
20171004:0600,4.96,95.75,76.0,223.07,48.0,261.25,1.03,234.0,95970.0
20171004:0700,6.73,92.35,114.0,21.1,108.0,288.35,1.31,222.0,95990.0
20171004:0800,9.31,82.9,213.0,54.76,190.0,310.2,1.66,228.0,96000.0
20171004:0900,10.79,74.45,378.0,244.61,250.0,320.1,2.14,240.0,96020.0
20171004:1000,12.25,69.35,489.0,408.8,249.0,313.5,2.76,247.0,95960.0
20171004:1100,13.32,62.45,456.0,271.78,291.0,309.25,3.38,246.0,95880.0
20171004:1200,14.32,58.25,329.0,79.04,283.0,292.6,3.72,247.0,95820.0
20171004:1300,14.91,58.25,406.0,346.72,228.0,291.05,3.93,249.0,95760.0
20171004:1400,14.98,56.15,358.0,549.23,135.0,300.55,3.93,251.0,95710.0
20171004:1500,14.82,58.25,181.0,239.51,117.0,292.4,3.66,253.0,95690.0
20171004:1600,13.91,60.3,59.0,159.77,42.0,284.3,3.1,253.0,95670.0
20171004:1700,12.54,64.55,0.0,-0.0,0.0,288.35,2.9,251.0,95690.0
20171004:1800,11.53,69.25,0.0,-0.0,0.0,292.2,2.9,246.0,95710.0
20171004:1900,10.75,74.4,0.0,-0.0,0.0,303.05,3.03,245.0,95740.0
20171004:2000,10.06,77.1,0.0,-0.0,0.0,289.3,3.17,240.0,95750.0
20171004:2100,9.78,77.1,0.0,-0.0,0.0,293.4,3.38,236.0,95720.0
20171004:2200,9.5,77.0,0.0,-0.0,0.0,286.05,3.45,235.0,95670.0
20171004:2300,9.27,77.0,0.0,-0.0,0.0,283.3,3.24,243.0,95600.0
20171005:0000,9.1,79.85,0.0,-0.0,0.0,285.85,3.24,243.0,95570.0
20171005:0100,8.93,76.95,0.0,-0.0,0.0,281.3,3.38,242.0,95510.0
20171005:0200,8.77,74.15,0.0,-0.0,0.0,273.45,3.38,241.0,95470.0
20171005:0300,8.64,74.05,0.0,-0.0,0.0,270.35,3.52,238.0,95380.0
20171005:0400,8.72,71.35,0.0,-0.0,0.0,274.6,3.79,236.0,95330.0
20171005:0500,8.94,68.8,0.0,-0.0,0.0,276.15,4.21,236.0,95270.0
20171005:0600,9.34,66.35,84.0,387.64,37.0,274.8,4.69,235.0,95210.0
20171005:0700,10.95,69.15,247.0,635.93,69.0,285.85,5.59,234.0,95150.0
20171005:0800,12.65,64.55,403.0,772.83,82.0,283.5,5.38,231.0,95100.0
20171005:0900,14.41,56.15,517.0,808.29,98.0,287.4,6.14,234.0,95050.0
20171005:1000,15.95,50.5,599.0,864.34,96.0,290.85,6.62,234.0,94970.0
20171005:1100,17.04,47.15,626.0,885.78,93.0,293.4,7.03,234.0,94890.0
20171005:1200,17.81,43.9,593.0,862.29,96.0,294.15,7.38,237.0,94810.0
20171005:1300,18.02,42.45,503.0,793.91,100.0,304.2,7.31,241.0,94710.0
20171005:1400,17.81,42.3,280.0,244.92,182.0,313.9,7.1,250.0,94650.0
20171005:1500,16.76,47.0,39.0,0.0,39.0,327.65,6.55,267.0,94720.0
20171005:1600,15.07,58.25,53.0,149.33,38.0,354.95,5.79,277.0,94780.0
20171005:1700,14.14,64.85,0.0,-0.0,0.0,363.45,5.52,277.0,94830.0
20171005:1800,13.07,77.5,0.0,-0.0,0.0,369.25,5.1,282.0,94880.0
20171005:1900,11.67,92.55,0.0,-0.0,0.0,363.05,4.9,298.0,94960.0
20171005:2000,10.64,92.5,0.0,-0.0,0.0,355.1,4.41,312.0,95040.0
20171005:2100,9.58,92.45,0.0,-0.0,0.0,330.35,3.45,313.0,95100.0
20171005:2200,8.89,89.1,0.0,-0.0,0.0,322.4,2.76,305.0,95130.0
20171005:2300,8.43,89.1,0.0,-0.0,0.0,313.3,2.28,301.0,95120.0
20171006:0000,8.14,92.4,0.0,-0.0,0.0,313.7,2.0,292.0,95140.0
20171006:0100,7.74,89.05,0.0,-0.0,0.0,305.7,2.0,280.0,95160.0
20171006:0200,7.46,89.0,0.0,-0.0,0.0,307.5,2.28,277.0,95160.0
20171006:0300,7.19,92.35,0.0,-0.0,0.0,313.9,2.48,278.0,95160.0
20171006:0400,6.4,92.3,0.0,-0.0,0.0,277.9,2.48,272.0,95180.0
20171006:0500,5.94,92.3,0.0,-0.0,0.0,273.45,2.69,272.0,95180.0
20171006:0600,5.85,92.3,57.0,102.6,45.0,274.6,2.97,273.0,95250.0
20171006:0700,6.46,88.95,121.0,32.68,112.0,273.25,3.1,262.0,95300.0
20171006:0800,7.72,85.8,275.0,194.8,195.0,265.9,3.93,268.0,95320.0
20171006:0900,8.76,76.95,255.0,42.85,233.0,285.65,4.28,272.0,95320.0
20171006:1000,9.61,77.0,274.0,31.21,256.0,286.05,4.55,272.0,95320.0
20171006:1100,10.46,71.7,532.0,511.46,227.0,291.65,4.83,273.0,95330.0
20171006:1200,10.76,74.4,59.0,0.0,59.0,289.5,4.83,275.0,95290.0
20171006:1300,9.3,71.5,61.0,0.0,61.0,326.3,5.59,277.0,95270.0
20171006:1400,8.92,74.15,324.0,426.12,156.0,295.9,5.31,289.0,95270.0
20171006:1500,8.38,76.85,199.0,399.49,97.0,299.95,4.28,283.0,95320.0
20171006:1600,8.31,76.85,38.0,52.89,33.0,312.55,3.86,281.0,95340.0
20171006:1700,7.91,79.7,0.0,-0.0,0.0,306.35,3.59,281.0,95450.0
20171006:1800,7.34,82.65,0.0,-0.0,0.0,279.45,3.38,272.0,95550.0
20171006:1900,7.23,85.75,0.0,-0.0,0.0,322.2,3.38,282.0,95670.0
20171006:2000,6.9,85.75,0.0,-0.0,0.0,297.05,3.17,275.0,95690.0
20171006:2100,6.97,89.0,0.0,-0.0,0.0,310.6,3.31,274.0,95760.0
20171006:2200,6.56,88.95,0.0,-0.0,0.0,281.4,3.24,271.0,95810.0
20171006:2300,6.6,92.3,0.0,-0.0,0.0,305.2,3.17,266.0,95810.0
20171007:0000,6.64,92.3,0.0,-0.0,0.0,315.25,2.9,258.0,95810.0
20171007:0100,6.33,88.95,0.0,-0.0,0.0,298.7,2.83,256.0,95810.0
20171007:0200,6.05,92.3,0.0,-0.0,0.0,290.3,2.83,257.0,95810.0
20171007:0300,6.28,88.95,0.0,-0.0,0.0,318.75,2.62,255.0,95800.0
20171007:0400,6.43,88.95,0.0,-0.0,0.0,325.9,2.48,252.0,95830.0
20171007:0500,6.41,88.95,0.0,-0.0,0.0,322.4,2.41,243.0,95830.0
20171007:0600,6.63,92.3,59.0,142.02,43.0,334.4,2.83,244.0,95860.0
20171007:0700,7.39,89.0,197.0,317.4,111.0,331.7,2.97,242.0,95900.0
20171007:0800,8.18,76.8,395.0,766.06,84.0,314.5,3.86,251.0,95900.0
20171007:0900,8.72,71.35,435.0,468.02,197.0,312.15,4.34,252.0,95890.0
20171007:1000,9.6,63.9,518.0,554.58,201.0,324.35,4.69,250.0,95830.0
20171007:1100,10.37,57.3,462.0,318.14,274.0,311.55,4.83,251.0,95770.0
20171007:1200,10.93,53.25,493.0,486.58,218.0,341.4,4.83,252.0,95690.0
20171007:1300,10.91,53.25,172.0,4.03,170.0,340.4,4.28,247.0,95600.0
20171007:1400,11.28,51.35,151.0,10.3,147.0,329.0,4.21,242.0,95520.0
20171007:1500,11.54,51.35,62.0,0.0,62.0,315.25,4.0,240.0,95450.0
20171007:1600,10.95,55.3,29.0,22.56,27.0,305.0,3.24,233.0,95400.0
20171007:1700,10.35,57.3,0.0,-0.0,0.0,317.95,3.38,229.0,95340.0
20171007:1800,10.17,59.35,0.0,-0.0,0.0,328.4,3.72,230.0,95300.0
20171007:1900,9.78,59.35,0.0,-0.0,0.0,325.3,4.14,230.0,95260.0
20171007:2000,9.72,61.55,0.0,-0.0,0.0,325.5,4.34,236.0,95240.0
20171007:2100,9.76,61.65,0.0,-0.0,0.0,330.15,4.41,239.0,95180.0
20171007:2200,9.76,61.65,0.0,-0.0,0.0,333.85,4.34,243.0,95160.0
20171007:2300,9.47,63.9,0.0,-0.0,0.0,331.7,4.28,246.0,95110.0
20171008:0000,8.77,68.8,0.0,-0.0,0.0,321.05,4.14,247.0,95120.0
20171008:0100,8.08,76.8,0.0,-0.0,0.0,321.55,4.28,244.0,95100.0
20171008:0200,7.43,85.8,0.0,-0.0,0.0,328.8,4.55,238.0,95070.0
20171008:0300,7.28,85.8,0.0,-0.0,0.0,332.85,4.97,236.0,95060.0
20171008:0400,7.27,85.8,0.0,-0.0,0.0,335.75,5.1,236.0,95080.0
20171008:0500,7.3,85.8,0.0,-0.0,0.0,338.1,5.03,237.0,95080.0
20171008:0600,7.34,85.8,49.0,83.07,40.0,339.45,4.9,238.0,95100.0
20171008:0700,7.71,89.0,138.0,82.57,116.0,341.4,4.76,244.0,95160.0
20171008:0800,7.92,85.85,188.0,39.88,172.0,341.75,4.55,246.0,95230.0
20171008:0900,8.18,89.05,136.0,0.0,136.0,343.5,4.34,246.0,95270.0
20171008:1000,8.64,85.9,181.0,0.0,181.0,343.9,4.48,247.0,95310.0
20171008:1100,9.23,85.95,182.0,0.0,182.0,343.9,4.83,250.0,95300.0
20171008:1200,9.95,79.95,107.0,0.0,107.0,346.4,4.69,251.0,95310.0
20171008:1300,10.36,77.15,135.0,0.0,135.0,349.7,3.72,248.0,95280.0
20171008:1400,10.9,74.45,184.0,44.44,167.0,348.55,3.79,254.0,95280.0
20171008:1500,10.73,80.05,85.0,8.21,83.0,335.0,3.45,251.0,95300.0
20171008:1600,10.28,80.05,35.0,60.39,30.0,329.55,3.03,245.0,95340.0
20171008:1700,9.81,82.95,0.0,-0.0,0.0,331.7,2.9,246.0,95390.0
20171008:1800,9.42,85.95,0.0,-0.0,0.0,328.4,2.83,243.0,95430.0
20171008:1900,9.08,89.1,0.0,-0.0,0.0,313.1,3.03,242.0,95450.0
20171008:2000,9.04,92.45,0.0,-0.0,0.0,330.75,2.97,242.0,95450.0
20171008:2100,8.96,92.45,0.0,-0.0,0.0,333.85,2.83,242.0,95470.0
20171008:2200,8.74,95.85,0.0,-0.0,0.0,331.5,2.83,244.0,95470.0
20171008:2300,8.67,95.85,0.0,-0.0,0.0,342.35,2.76,244.0,95450.0
20171009:0000,8.67,95.85,0.0,-0.0,0.0,345.25,2.69,246.0,95450.0
20171009:0100,8.64,95.85,0.0,-0.0,0.0,346.35,2.55,247.0,95440.0
20171009:0200,8.6,95.85,0.0,-0.0,0.0,346.6,2.41,248.0,95400.0
20171009:0300,8.54,95.85,0.0,-0.0,0.0,345.65,2.28,250.0,95400.0
20171009:0400,8.37,92.4,0.0,-0.0,0.0,338.1,2.21,251.0,95430.0
20171009:0500,8.27,92.4,0.0,-0.0,0.0,341.95,2.14,252.0,95430.0
20171009:0600,8.08,95.8,35.0,19.23,33.0,334.6,2.0,252.0,95460.0
20171009:0700,8.71,95.85,116.0,38.18,106.0,333.05,1.86,275.0,95490.0
20171009:0800,9.33,92.45,197.0,52.96,176.0,324.75,1.72,274.0,95530.0
20171009:0900,10.25,95.9,129.0,0.0,129.0,337.5,1.45,273.0,95540.0
20171009:1000,10.82,89.3,251.0,23.16,238.0,325.7,1.45,274.0,95500.0
20171009:1100,11.72,86.15,243.0,13.79,235.0,334.0,1.45,284.0,95490.0
20171009:1200,12.07,77.35,280.0,46.94,254.0,334.0,1.72,296.0,95460.0
20171009:1300,12.28,74.6,197.0,12.38,191.0,328.6,2.21,300.0,95420.0
20171009:1400,11.93,74.6,170.0,31.85,158.0,316.2,2.34,299.0,95410.0
20171009:1500,11.22,77.2,133.0,117.8,105.0,321.45,1.86,298.0,95410.0
20171009:1600,10.56,80.05,34.0,77.95,28.0,317.95,1.52,283.0,95440.0
20171009:1700,9.76,82.95,0.0,-0.0,0.0,310.8,1.59,250.0,95470.0
20171009:1800,9.18,85.95,0.0,-0.0,0.0,309.65,1.59,245.0,95450.0
20171009:1900,9.0,89.1,0.0,-0.0,0.0,326.3,1.66,243.0,95490.0
20171009:2000,8.74,92.4,0.0,-0.0,0.0,323.2,1.86,231.0,95510.0
20171009:2100,8.56,92.4,0.0,-0.0,0.0,321.25,2.07,225.0,95500.0
20171009:2200,8.16,92.4,0.0,-0.0,0.0,304.4,2.21,225.0,95490.0
20171009:2300,7.81,92.4,0.0,-0.0,0.0,296.65,2.34,226.0,95450.0
20171010:0000,7.35,92.35,0.0,-0.0,0.0,281.0,2.41,226.0,95440.0
20171010:0100,7.17,95.8,0.0,-0.0,0.0,283.8,2.48,228.0,95430.0
20171010:0200,6.98,95.8,0.0,-0.0,0.0,281.4,2.48,229.0,95400.0
20171010:0300,6.82,92.35,0.0,-0.0,0.0,279.05,2.55,228.0,95380.0
20171010:0400,6.89,92.35,0.0,-0.0,0.0,287.2,2.55,227.0,95380.0
20171010:0500,6.76,92.35,0.0,-0.0,0.0,278.85,2.62,229.0,95360.0
20171010:0600,6.75,92.35,41.0,60.2,35.0,275.75,2.62,230.0,95380.0
20171010:0700,8.34,89.1,126.0,66.05,109.0,292.4,2.9,228.0,95440.0
20171010:0800,10.11,86.0,149.0,10.21,145.0,300.15,3.66,230.0,95460.0
20171010:0900,11.23,83.05,220.0,24.31,208.0,319.3,4.14,230.0,95460.0
20171010:1000,12.19,77.35,392.0,224.83,267.0,320.3,4.55,233.0,95450.0
20171010:1100,12.7,72.05,287.0,43.5,262.0,320.3,4.62,240.0,95450.0
20171010:1200,12.84,72.1,189.0,1.82,188.0,340.6,4.21,244.0,95450.0
20171010:1300,13.57,72.2,98.0,0.0,98.0,344.1,3.66,240.0,95390.0
20171010:1400,13.85,69.75,72.0,0.0,72.0,342.15,3.38,238.0,95390.0
20171010:1500,13.94,67.25,134.0,138.01,102.0,348.15,3.1,243.0,95400.0
20171010:1600,13.38,69.65,15.0,0.0,15.0,355.9,2.76,243.0,95430.0
20171010:1700,12.69,74.7,0.0,-0.0,0.0,345.65,2.48,240.0,95470.0
20171010:1800,11.89,77.35,0.0,-0.0,0.0,328.2,2.41,236.0,95530.0
20171010:1900,11.05,86.1,0.0,-0.0,0.0,352.6,2.62,233.0,95600.0
20171010:2000,10.91,86.1,0.0,-0.0,0.0,349.5,2.69,230.0,95610.0
20171010:2100,10.91,86.1,0.0,-0.0,0.0,356.3,2.69,225.0,95630.0
20171010:2200,10.84,83.05,0.0,-0.0,0.0,353.2,2.69,222.0,95610.0
20171010:2300,10.86,83.05,0.0,-0.0,0.0,355.3,2.69,221.0,95590.0
20171011:0000,10.78,80.1,0.0,-0.0,0.0,349.9,2.62,224.0,95560.0
20171011:0100,10.42,83.0,0.0,-0.0,0.0,329.7,2.62,227.0,95560.0
20171011:0200,10.05,82.95,0.0,-0.0,0.0,319.3,2.48,231.0,95530.0
20171011:0300,9.85,82.95,0.0,-0.0,0.0,320.65,2.34,232.0,95530.0
20171011:0400,9.65,85.95,0.0,-0.0,0.0,320.85,2.28,229.0,95540.0
20171011:0500,9.24,89.1,0.0,-0.0,0.0,308.85,2.34,227.0,95520.0
20171011:0600,9.05,89.1,53.0,188.85,35.0,306.55,2.34,226.0,95560.0
20171011:0700,10.14,89.2,194.0,411.34,90.0,310.05,2.69,227.0,95630.0
20171011:0800,11.46,83.1,372.0,757.17,79.0,298.8,2.62,225.0,95650.0
20171011:0900,13.4,77.6,479.0,773.67,101.0,304.8,2.97,229.0,95630.0
20171011:1000,14.9,72.4,564.0,851.58,95.0,302.85,3.31,241.0,95620.0
20171011:1100,15.76,67.45,589.0,874.89,91.0,323.4,3.59,251.0,95580.0
20171011:1200,16.22,65.15,549.0,827.28,100.0,339.25,3.24,250.0,95560.0
20171011:1300,16.59,60.75,477.0,830.64,84.0,328.2,2.76,242.0,95510.0
20171011:1400,16.8,60.75,347.0,734.0,79.0,318.55,2.69,230.0,95480.0
20171011:1500,16.56,62.95,190.0,566.17,62.0,312.95,2.41,216.0,95450.0
20171011:1600,15.21,69.85,33.0,152.73,23.0,298.2,2.21,203.0,95450.0
20171011:1700,13.33,74.85,0.0,-0.0,0.0,289.3,2.55,205.0,95450.0
20171011:1800,12.23,80.2,0.0,-0.0,0.0,286.8,2.76,211.0,95470.0
20171011:1900,10.96,86.1,0.0,-0.0,0.0,282.95,2.62,214.0,95500.0
20171011:2000,10.47,86.05,0.0,-0.0,0.0,281.0,2.76,219.0,95510.0
20171011:2100,10.24,89.2,0.0,-0.0,0.0,279.05,2.9,225.0,95530.0
20171011:2200,10.16,86.0,0.0,-0.0,0.0,278.85,2.97,227.0,95530.0
20171011:2300,10.09,82.95,0.0,-0.0,0.0,278.1,2.97,228.0,95490.0
20171012:0000,10.05,82.95,0.0,-0.0,0.0,277.1,3.03,228.0,95510.0
20171012:0100,10.05,82.95,0.0,-0.0,0.0,275.9,3.17,228.0,95500.0
20171012:0200,10.21,79.95,0.0,-0.0,0.0,282.55,3.17,226.0,95470.0
20171012:0300,10.5,77.15,0.0,-0.0,0.0,291.25,3.24,223.0,95470.0
20171012:0400,10.71,74.4,0.0,-0.0,0.0,290.5,3.38,226.0,95480.0
20171012:0500,10.78,69.15,0.0,-0.0,0.0,286.6,3.59,230.0,95490.0
20171012:0600,11.15,71.75,50.0,186.93,33.0,297.45,3.79,235.0,95560.0
20171012:0700,12.12,74.6,154.0,181.26,109.0,299.2,4.28,240.0,95690.0
20171012:0800,13.59,74.85,294.0,348.01,161.0,309.85,3.86,245.0,95770.0
20171012:0900,14.98,75.0,141.0,0.0,141.0,317.55,4.28,247.0,95840.0
20171012:1000,16.1,72.55,466.0,456.47,217.0,317.0,5.1,254.0,95850.0
20171012:1100,16.87,63.05,412.0,250.1,271.0,326.3,5.79,259.0,95890.0
20171012:1200,17.0,63.05,84.0,0.0,84.0,343.3,5.24,258.0,95890.0
20171012:1300,16.67,67.65,148.0,0.0,148.0,354.35,3.79,254.0,95910.0
20171012:1400,16.5,67.65,211.0,119.66,168.0,344.5,3.52,250.0,95920.0
20171012:1500,16.33,67.65,158.0,317.71,88.0,358.0,3.52,247.0,95930.0
20171012:1600,15.72,72.45,21.0,33.45,19.0,359.4,3.31,247.0,95960.0
20171012:1700,14.57,72.4,0.0,-0.0,0.0,331.9,2.9,251.0,96000.0
20171012:1800,13.53,77.6,0.0,-0.0,0.0,319.3,2.55,254.0,96060.0
20171012:1900,12.32,83.25,0.0,-0.0,0.0,310.8,2.34,253.0,96110.0
20171012:2000,11.61,89.3,0.0,-0.0,0.0,304.8,2.28,248.0,96140.0
20171012:2100,11.22,89.3,0.0,-0.0,0.0,311.95,2.21,242.0,96180.0
20171012:2200,10.85,89.3,0.0,-0.0,0.0,311.0,2.14,241.0,96190.0
20171012:2300,10.23,92.5,0.0,-0.0,0.0,298.8,2.0,237.0,96190.0
20171013:0000,9.67,95.85,0.0,-0.0,0.0,293.4,2.0,227.0,96180.0
20171013:0100,9.36,92.45,0.0,-0.0,0.0,299.5,1.93,220.0,96180.0
20171013:0200,8.87,95.85,0.0,-0.0,0.0,289.7,1.93,217.0,96160.0
20171013:0300,8.35,95.85,0.0,-0.0,0.0,284.65,1.86,218.0,96160.0
20171013:0400,7.87,95.8,0.0,-0.0,0.0,285.45,1.79,219.0,96160.0
20171013:0500,7.36,95.8,0.0,-0.0,0.0,284.5,1.79,224.0,96150.0
20171013:0600,6.92,95.8,44.0,138.62,32.0,285.85,1.59,224.0,96170.0
20171013:0700,8.7,99.4,193.0,455.52,82.0,281.2,1.59,221.0,96260.0
20171013:0800,12.14,89.35,344.0,638.64,103.0,280.6,1.59,223.0,96280.0
20171013:0900,14.25,80.45,459.0,712.62,118.0,290.65,1.72,228.0,96300.0
20171013:1000,15.65,75.1,536.0,773.73,118.0,300.75,1.86,238.0,96280.0
20171013:1100,16.68,67.65,527.0,646.57,166.0,305.95,1.86,253.0,96240.0
20171013:1200,17.28,63.05,504.0,662.21,152.0,317.2,1.93,265.0,96210.0
20171013:1300,17.61,58.8,377.0,402.83,191.0,310.05,1.72,271.0,96180.0
20171013:1400,17.68,58.8,334.0,715.42,81.0,305.95,1.52,275.0,96180.0
20171013:1500,17.37,60.95,177.0,526.52,64.0,303.45,1.03,280.0,96160.0
20171013:1600,16.72,67.65,23.0,92.33,18.0,297.85,0.41,246.0,96150.0
20171013:1700,15.91,65.15,0.0,-0.0,0.0,297.25,0.55,181.0,96180.0
20171013:1800,14.37,69.85,0.0,-0.0,0.0,292.4,0.97,171.0,96230.0
20171013:1900,11.43,83.1,0.0,-0.0,0.0,293.2,1.45,171.0,96250.0
20171013:2000,9.99,89.2,0.0,-0.0,0.0,297.05,1.38,183.0,96270.0
20171013:2100,8.92,92.45,0.0,-0.0,0.0,291.25,1.31,191.0,96280.0
20171013:2200,8.32,92.4,0.0,-0.0,0.0,290.1,1.24,197.0,96260.0
20171013:2300,7.94,92.4,0.0,-0.0,0.0,293.2,1.24,203.0,96230.0
20171014:0000,7.54,95.8,0.0,-0.0,0.0,291.45,1.24,204.0,96210.0
20171014:0100,8.2,95.8,0.0,-0.0,0.0,287.9,0.9,200.0,96200.0
20171014:0200,8.57,92.4,0.0,-0.0,0.0,288.75,0.55,188.0,96210.0
20171014:0300,8.49,92.4,0.0,-0.0,0.0,287.4,0.48,191.0,96210.0
20171014:0400,8.55,92.4,0.0,-0.0,0.0,284.65,0.48,202.0,96210.0
20171014:0500,8.53,92.4,0.0,-0.0,0.0,283.5,0.48,208.0,96220.0
20171014:0600,8.4,92.4,39.0,121.69,29.0,282.55,0.69,202.0,96270.0
20171014:0700,7.39,95.8,180.0,384.81,88.0,288.55,0.97,214.0,96340.0
20171014:0800,11.89,86.2,322.0,539.54,121.0,291.05,0.83,228.0,96350.0
20171014:0900,14.65,80.55,458.0,745.56,105.0,299.55,0.62,242.0,96360.0
20171014:1000,16.54,72.65,541.0,824.33,100.0,304.05,0.34,248.0,96340.0
20171014:1100,17.82,67.85,556.0,812.09,107.0,308.85,0.07,178.0,96330.0
20171014:1200,18.6,63.4,525.0,798.51,105.0,312.15,0.21,117.0,96270.0
20171014:1300,19.05,61.3,451.0,791.54,90.0,313.7,0.34,108.0,96230.0
20171014:1400,19.14,61.3,324.0,692.65,83.0,314.3,0.48,96.0,96220.0
20171014:1500,18.83,65.65,171.0,526.45,61.0,313.7,0.62,97.0,96200.0
20171014:1600,17.6,72.8,21.0,102.94,16.0,310.8,1.03,105.0,96210.0
20171014:1700,14.83,83.45,0.0,-0.0,0.0,305.4,1.45,119.0,96230.0
20171014:1800,12.99,86.3,0.0,-0.0,0.0,301.7,1.59,129.0,96270.0
20171014:1900,11.07,92.55,0.0,-0.0,0.0,295.9,1.79,133.0,96260.0
20171014:2000,10.12,92.5,0.0,-0.0,0.0,293.55,1.72,147.0,96280.0
20171014:2100,9.75,95.85,0.0,-0.0,0.0,291.45,1.45,159.0,96280.0
20171014:2200,9.84,92.5,0.0,-0.0,0.0,290.3,1.17,169.0,96270.0
20171014:2300,10.3,89.25,0.0,-0.0,0.0,288.95,0.83,178.0,96250.0
20171015:0000,10.19,92.5,0.0,-0.0,0.0,287.6,0.48,157.0,96230.0
20171015:0100,10.03,92.5,0.0,-0.0,0.0,286.5,0.76,141.0,96230.0
20171015:0200,8.54,95.85,0.0,-0.0,0.0,285.65,1.1,149.0,96200.0
20171015:0300,7.6,99.4,0.0,-0.0,0.0,284.3,1.24,167.0,96180.0
20171015:0400,6.89,99.4,0.0,-0.0,0.0,282.75,1.31,186.0,96180.0
20171015:0500,6.18,99.4,0.0,-0.0,0.0,281.75,1.52,207.0,96150.0
20171015:0600,5.63,99.4,37.0,115.71,28.0,281.0,1.59,219.0,96160.0
20171015:0700,8.13,99.4,173.0,349.72,91.0,304.2,1.72,219.0,96250.0
20171015:0800,11.5,95.9,299.0,426.97,142.0,308.65,1.59,224.0,96270.0
20171015:0900,13.93,86.4,431.0,612.71,144.0,313.3,1.59,224.0,96280.0
20171015:1000,16.04,80.65,535.0,813.64,104.0,313.7,1.66,224.0,96250.0
20171015:1100,17.89,70.35,557.0,823.81,106.0,308.3,1.52,224.0,96230.0
20171015:1200,19.18,65.75,519.0,785.92,110.0,305.55,1.31,226.0,96200.0
20171015:1300,19.89,61.5,446.0,781.48,94.0,307.3,1.03,220.0,96150.0
20171015:1400,20.1,61.5,322.0,704.11,81.0,308.3,0.97,209.0,96130.0
